business_type,cohort_date,province,industry_l1,industry_l2,industry_l3,primary_service,buuid,plan_created,charge_rate,principal_amount,total_amount_payable,total_amount_paid,plan_state
Sole Proprietor,2021-06-01 00:00:00,Mpumalanga,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Card Machine,1622633557557-e1cd2012-216c-4bf6-bc72-e382a68d4e64,2021-11-03 12:12:04,16,3000,3710,1703.04,open
Sole Proprietor,2021-06-01 00:00:00,Northern Cape,Retail,Retail apparel,Clothing and Accessories,Payment Request,1620065555674-4170a90f-d4c3-4c86-9704-1f5493def79c,2021-10-20 06:00:48,24,27000,35150,19145.5,open
Company,2021-06-01 00:00:00,Limpopo,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1623565436209-b4bf70b6-450a-4d8c-99c8-7e40e263f41a,2021-10-25 19:52:33,16,50000,65050,11524.96,open
Company,2021-06-01 00:00:00,Limpopo,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1623565436209-b4bf70b6-450a-4d8c-99c8-7e40e263f41a,2021-10-25 19:52:33,16,50000,65050,11524.96,open
Company,2021-03-01 00:00:00,Eastern Cape,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1614211600887-2307ed7f-ae7a-4202-8533-31c9059c48ba,2021-10-04 15:10:50,21,32000,41650,11462,open
Sole Proprietor,2021-04-01 00:00:00,North West,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1534224024621-48d2bddb-a0c0-4021-9512-f21f3b495d3b,2021-11-02 10:39:12,25,30000,38750,9976,open
Sole Proprietor,2021-04-01 00:00:00,Gauteng,"Food, drink and hospitality",Takeaway,Food truck / cart,Card Machine,1617870743698-9310e859-37c8-4d3b-ae7e-eecb34154792,2021-11-02 07:21:32,24,15000,19550,2803.2,open
Company,2021-04-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Café,Card Machine,1618410285607-ab19a77d-2880-4365-a234-8f32f2bcb435,2021-09-27 10:35:59,27,55000,68800,68800,finished
Company,2021-04-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Café,Card Machine,1618410285607-ab19a77d-2880-4365-a234-8f32f2bcb435,2021-11-04 12:05:32,23,50000,121412,20207.33,open
Sole Proprietor,2021-04-01 00:00:00,North West,Professional services,Other services,Other,Card Machine,1618504331942-c4192df5-d012-49e8-81ea-328e0b203970,2021-09-22 14:35:34,22,43000,62267,11499.4,open
Company,2021-04-01 00:00:00,Western Cape,Retail,Other retail,Pet store,Card Machine,1618731853768-1c137ecc-b6f6-4fbd-b8ce-4628a96880ff,2021-09-09 07:57:02,18,50000,65050,28922.53,open
Sole Proprietor,2021-04-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1618864716001-dd45c37b-8695-4923-ab92-9d9bc46c38b4,2021-11-12 11:43:22,23,22000,28650,4401.05,open
Company,2021-04-01 00:00:00,Gauteng,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Card Machine,1618915085136-a8af3e85-772e-4186-ba95-6b043e48a0c3,2021-10-16 19:25:40,24,17000,22150,4107.6,open
Sole Proprietor,2021-04-01 00:00:00,Kwazulu-Natal,Retail,Retail art,Craft market,Card Machine,1618967071488-ac484b74-e21a-4787-ad5d-5a0d73f50bab,2021-09-06 20:39:56,14,2500,3100,3100,finished
Sole Proprietor,2021-04-01 00:00:00,Kwazulu-Natal,Retail,Retail art,Craft market,Card Machine,1618967071488-ac484b74-e21a-4787-ad5d-5a0d73f50bab,2021-10-13 17:46:46,15,5000,6150,5409,open
Company,2021-04-01 00:00:00,Gauteng,Travel and tourism,Accomodation,Bed and Breakfast,Card Machine,1618933750875-f7fe941a-78b4-4e64-a97e-337c8f239d88,2021-09-20 10:32:56,23,50000,64550,18207.17,open
Company,2021-04-01 00:00:00,Gauteng,Travel and tourism,Accomodation,Bed and Breakfast,Card Machine,1618933750875-f7fe941a-78b4-4e64-a97e-337c8f239d88,2021-09-20 10:32:56,23,50000,64550,18207.17,open
Company,2021-05-01 00:00:00,Eastern Cape,Retail,Retail home,Food/Beverage/Grocery,Card Machine,1619887589945-92caa399-6ef0-4664-8ad2-c2641dc46a9a,2021-11-17 16:34:38,23,83000,107950,10899.18,open
Sole Proprietor,2021-05-01 00:00:00,Northern Cape,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1619863490893-21f9b3a7-5ce7-4e58-8764-5cceab0d1b3a,2021-11-11 08:33:06,14,2500,3100,291.2,open
Company,2021-05-01 00:00:00,Gauteng,"Food, drink and hospitality",Takeaway,Caterer,Card Machine,1619963775773-fbf510dc-76e1-491c-85bb-6cc9e1f41b7b,2021-09-27 17:59:43,22,254000,330250,45622.17,open
Sole Proprietor,2021-05-01 00:00:00,Free State,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1620902548960-cf49bf34-7ec6-4dd5-86ae-82a5464935c0,2021-09-08 09:02:58,22,19000,24750,6265.96,open
Company,2021-05-01 00:00:00,Northern Cape,Retail,Other retail,Pet store,Card Machine,1620638411332-0ac6ae7d-7b74-41fe-9dbe-50c88563cbe1,2021-09-03 11:39:43,7,10000,12750,4113.3,open
Sole Proprietor,2021-05-01 00:00:00,Kwazulu-Natal,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Card Machine,1621177405644-19905a41-5d81-4b18-a9da-9a3edde62ac1,2021-09-02 08:53:01,22,8000,10450,2581.61,open
Company,2021-05-01 00:00:00,Gauteng,Travel and tourism,Accomodation,Hotel,Card Machine,1621584680452-f12f6827-642b-4997-8385-a3d5e3f44dc5,2021-11-04 08:43:38,23,68000,88450,11945.74,open
Sole Proprietor,2021-05-01 00:00:00,Kwazulu-Natal,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1619466451514-162975fb-6eec-437d-bb17-a4e7be96915b,2021-11-29 17:59:53,24,23000,29950,2685.73,open
Sole Proprietor,2021-05-01 00:00:00,Free State,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1620071049107-6fd0ce5a-c5bc-404f-a9a3-a1d1dae8ba31,2021-11-02 15:06:13,12,15000,19550,4523.52,open
Sole Proprietor,2021-05-01 00:00:00,Free State,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1620071049107-6fd0ce5a-c5bc-404f-a9a3-a1d1dae8ba31,2021-11-02 15:06:13,12,15000,19550,4523.52,open
Sole Proprietor,2021-05-01 00:00:00,Eastern Cape,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1622288081516-b0c58334-b95b-4d65-982e-eb4041fddebe,2021-11-03 18:31:54,24,63000,81950,3684,open
Company,2021-06-01 00:00:00,Gauteng,Retail,Retail home,Food/Beverage/Grocery,Card Machine,1623322199759-5d3e077a-4a0e-4342-80f9-807876fb7042,2021-10-26 15:25:14,23,6500,8500,2458.13,open
Company,2021-06-01 00:00:00,Gauteng,Retail,Retail home,Food/Beverage/Grocery,Card Machine,1623959552452-64463e4e-d5b8-4cf8-8b90-e5fe7421912f,2021-11-22 07:48:38,23,41000,53350,,collections_on_hold
Company,2021-06-01 00:00:00,Western Cape,Retail,Retail gifts,Card Shop/Gifts/Souvenirs,Card Machine,1623418475590-f887252a-7b9a-47e3-b9fe-63b26141f236,2021-10-20 12:34:30,24,66000,85850,34207.44,open
Sole Proprietor,2021-06-01 00:00:00,Gauteng,Retail,Retail home,Food/Beverage/Grocery,Card Machine,1615805382663-ae892c7b-c93e-4eb7-849a-ae16aa9b5a0e,2021-10-25 06:34:51,23,8000,10450,1546.15,open
Sole Proprietor,2021-06-01 00:00:00,Western Cape,"Food, drink and hospitality",Takeaway,Food truck / cart,Card Machine,1624415664566-47147e65-05bc-4af6-a9ea-cc84cedecf19,2021-11-04 16:11:59,24,6000,7850,2917.73,open
Sole Proprietor,2021-06-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1619803744785-0b97ac5b-7d76-4fd1-b147-af1656b12c21,2021-10-20 06:19:52,24,13000,16950,6576.7,open
Sole Proprietor,2021-04-01 00:00:00,Gauteng,"Food, drink and hospitality",Takeaway,Food truck / cart,Card Machine,1619326885775-90c5c0a7-bee2-4966-9598-c98ecaa6f4a1,2021-11-15 10:08:06,23,7500,9800,2082.65,open
Company,2021-05-01 00:00:00,Western Cape,Home and repair,Asset repair,Computer Services,Card Machine,1619862532140-5d93ceef-b7d0-4048-aecd-6f9fecb99f8f,2021-11-15 07:16:49,24,11000,14350,672,open
Sole Proprietor,2021-05-01 00:00:00,Free State,"Food, drink and hospitality",Sit-in,Wine Farm,Card Machine,1619785217454-1ad9be34-8a49-4869-a3cc-89d0ce264046,2021-09-27 12:08:09,21,5500,7200,3861.69,open
Sole Proprietor,2021-05-01 00:00:00,Western Cape,"Food, drink and hospitality",Takeaway,Caterer,Card Machine,1619865443498-2286a143-7bc3-465d-ace0-9cf9cf4be76a,2021-11-11 13:28:47,22,11000,26032,4128.3,open
Company,2021-05-01 00:00:00,Western Cape,Retail,Retail apparel,Clothing and Accessories,Card Machine,1620124402746-7266dc16-ea4a-43f9-a00e-f4f6c3af1062,2021-11-08 11:34:05,24,33000,42950,4964.64,open
Sole Proprietor,2021-05-01 00:00:00,Gauteng,"Food, drink and hospitality",Takeaway,Food truck / cart,Card Machine,1620195190092-5e4583ea-282a-4337-b6a4-7c13710cada9,2021-11-24 17:26:53,24,12000,15650,,collections_on_hold
Sole Proprietor,2021-05-01 00:00:00,Western Cape,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Card Machine,1588833512189-af9aa6d3-d6dc-4ce8-9f70-3ed599f6e053,2021-09-10 11:14:10,24,130000,166450,69707.04,open
Company,2021-05-01 00:00:00,Kwazulu-Natal,Retail,Retail leisure,Electronics/Computer Games,Card Machine,1620632752133-7a858c48-0691-4a54-a943-6ff2b04d5be9,2021-10-21 11:39:59,24,35000,44850,8393.04,open
Company,2021-05-01 00:00:00,Eastern Cape,Professional services,Creative services,Photography/Art/Graphics/Design,Website,1614693949871-b909bd48-4e57-4aef-a049-e9f75ca4f355,2021-11-18 11:54:03,16,14000,17130,,collections_on_hold
Company,2021-05-01 00:00:00,Gauteng,Personal services,Personal services,Other Services,Website,1621152736943-0daa309b-a374-486a-8cf5-df2242be92da,2021-10-04 09:06:25,21,38000,49450,15055,open
Sole Proprietor,2021-05-01 00:00:00,Gauteng,Retail,Retail gifts,Card Shop/Gifts/Souvenirs,Card Machine,1621848892172-e8bca101-e2d9-461e-bffa-83841843a34c,2021-10-21 19:50:36,23,32000,41650,12361.9,open
Sole Proprietor,2021-05-01 00:00:00,Kwazulu-Natal,Retail,Retail home,Furniture / Home goods,Card Machine,1622009669049-48d13d69-aa41-43f7-8d73-136b905b749c,2021-11-18 12:13:46,23,36000,46850,,collections_on_hold
Sole Proprietor,2021-05-01 00:00:00,Kwazulu-Natal,Leisure and entertainment,Public,Ticketing,Card Machine,1622032576658-837806b6-f6f6-4fa1-bda7-045448987804,2021-11-15 09:50:31,23,8500,11100,1241.54,open
Company,2021-05-01 00:00:00,Western Cape,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Card Machine,1617006809445-7bd8c0ca-35b4-4367-9415-fdbb3ea1e389,2021-09-30 08:42:42,21.78,250000,272500,214719.78,open
Company,2021-06-01 00:00:00,Western Cape,Retail,Retail home,Food/Beverage/Grocery,Card Machine,1622794843828-368151d9-bcb3-4cb8-a31f-fbc78eb9af12,2021-10-23 12:42:45,15,80000,104050,23072.11,open
Company,2021-06-01 00:00:00,Western Cape,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1623062323321-71363074-9f8b-4600-83db-be6cf3a4d441,2021-10-20 14:19:43,23,72000,93650,20532.1,open
Sole Proprietor,2021-06-01 00:00:00,Western Cape,"Food, drink and hospitality",Takeaway,Food truck / cart,Card Machine,1623240439885-42ee9679-78f6-4279-9f2a-f15209674a3f,2021-11-27 09:45:56,24,13000,16950,1404.36,open
Sole Proprietor,2021-06-01 00:00:00,Northern Cape,Retail,Retail home,Furniture / Home goods,Card Machine,1623330681437-569618df-d474-443b-99dc-98ae5aac580b,2021-10-19 11:52:41,24,19000,24750,7352.16,open
Sole Proprietor,2021-06-01 00:00:00,Eastern Cape,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1610216597389-67152941-9ce2-43d3-b221-9dd21db1ef01,2021-10-20 17:38:35,24,13000,16950,4833.84,open
Sole Proprietor,2021-06-01 00:00:00,Western Cape,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Card Machine,1624017176222-56efb352-4348-47a7-8568-a9726c8f50af,2021-11-29 14:30:12,5,30000,38450,773.8,open
Sole Proprietor,2021-06-01 00:00:00,Gauteng,Professional services,Creative services,Photography/Art/Graphics/Design,Card Machine,1624098331023-af990b39-4a7b-4bc3-aa37-2ab5f9451fcb,2021-10-18 21:08:41,23,51000,66350,1307.32,open
Company,2021-06-01 00:00:00,Gauteng,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Card Machine,1624377709478-85515c46-6f51-4519-b6de-c97073f3f6bf,2021-11-19 07:49:30,23,6500,8500,,collections_on_hold
Sole Proprietor,2021-06-01 00:00:00,Eastern Cape,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Website,1624447624703-bedee38f-f3af-4f1c-8cae-15efd5bdc73a,2021-10-23 18:04:40,24,7000,9150,2950.08,open
Sole Proprietor,2021-06-01 00:00:00,Western Cape,Professional services,Other services,Other,Card Machine,1624385001731-2787b4a9-33e3-4dd1-a342-e37656f5d656,2021-10-21 11:11:01,23,63000,81950,4968,open
Sole Proprietor,2021-06-01 00:00:00,Western Cape,Professional services,Other services,Other,Card Machine,1619105540244-2dcbcf30-8946-4f53-832c-1d3aabfea167,2021-10-21 14:43:22,10,3000,3710,1263.2,open
Sole Proprietor,2021-06-01 00:00:00,Western Cape,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Card Machine,1625059924402-adf75f3a-690c-4f1b-85c5-3f194dbbda58,2021-10-20 11:09:43,24,13500,17600,2727.66,open
Company,2021-07-01 00:00:00,Limpopo,"Food, drink and hospitality",Takeaway,Bakery,Card Machine,1624945402159-ed9080f5-1fd7-4f4a-8a54-eaa5e9177717,2021-11-18 20:55:24,24,10000,13050,,collections_on_hold
Sole Proprietor,2021-07-01 00:00:00,Free State,Online,Online,Online Retail,Card Machine,1625344355524-4ab55a85-5f86-4d5e-83b9-f3d2c88724a2,2021-10-19 12:49:14,23,105000,136550,4116.31,open
Sole Proprietor,2021-07-01 00:00:00,Free State,Online,Online,Online Retail,Card Machine,1625344355524-4ab55a85-5f86-4d5e-83b9-f3d2c88724a2,2021-10-19 12:49:14,23,105000,136550,4116.31,open
Company,2021-05-01 00:00:00,Northern Cape,Home and repair,Asset repair,Automotive services,Card Machine,1620038498526-f1b37b13-81b5-490f-a745-5cfcef404061,2021-11-25 15:18:13,23,42000,54650,,collections_on_hold
Sole Proprietor,2021-05-01 00:00:00,Gauteng,Retail,Retail transport,Automotive Parts/Accessories,Card Machine,1620797045140-9505ca57-9123-49f1-9621-7cb96f10494b,2021-10-29 10:47:44,24,32000,47255,9011.52,open
Sole Proprietor,2021-05-01 00:00:00,Kwazulu-Natal,"Food, drink and hospitality",Sit-in,Restaurant,Card Machine,1622024034992-b916dafc-0fe9-4014-bcc2-dd46a7a72f6f,2021-10-22 07:19:43,23,38000,49450,6915.18,open
Sole Proprietor,2021-05-01 00:00:00,Gauteng,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Card Machine,1622113614800-c6ffa387-bbbd-4e97-a5d9-396fa53c0cf3,2021-10-22 20:38:35,22,50000,65050,9684.18,open
Sole Proprietor,2021-05-01 00:00:00,North West,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Card Machine,1622107628875-5e01e6c3-4ecc-497e-9ca5-3511cc249430,2021-10-28 09:31:21,10,5000,6500,447.9,open
Sole Proprietor,2021-05-01 00:00:00,Gauteng,"Healthcare, beauty and fitness",Health,Medical & Health Practitioners/Services,Card Machine,1622301451154-ebcc4697-1a31-44d9-bd8a-062b57c1d20f,2021-11-23 11:55:50,23,128000,166450,,collections_on_hold
Sole Proprietor,2021-06-01 00:00:00,Western Cape,"Food, drink and hospitality",Sit-in,Café,Card Machine,1622570469178-2c11440d-1cb4-4ee5-a8a9-79c3c3d99257,2021-11-03 11:49:53,23,10000,13050,1681.53,open
Company,2021-06-01 00:00:00,Western Cape,"Food, drink and hospitality",Takeaway,Food truck / cart,Card Machine,1619734360324-3ab7d960-8e5c-4d83-b678-e61afd959bb9,2021-10-22 14:33:09,24,8500,11100,610.8,open
Sole Proprietor,2021-06-01 00:00:00,North West,"Food, drink and hospitality",Sit-in,Café,Card Machine,1623076922943-65d920a9-a90b-4ec9-8dcd-1411e8358b2e,2021-11-18 10:53:20,23,27000,35150,,collections_on_hold
Company,2021-06-01 00:00:00,Gauteng,Personal services,Personal services,Other Services,Card Machine,1623514095114-79ebbfe9-de97-4b9a-a9d0-eefd48782974,2021-10-20 08:04:31,22,80000,104050,26055.48,open
Sole Proprietor,2021-06-01 00:00:00,Gauteng,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1623845393410-5d323bbd-039e-45c9-833f-08744ad0ef96,2021-11-11 11:28:12,20,28000,34210,10990.6,open
Company,2021-06-01 00:00:00,Gauteng,Transportation,Goods transportation,Other Transportation,Card Machine,1624270686334-9e68631f-0c91-4500-a862-9a6d42073e98,2021-10-25 14:03:07,13,50000,65050,14560,open
Sole Proprietor,2021-06-01 00:00:00,Kwazulu-Natal,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1622709801902-f2a31fe7-debf-449f-afa5-68796acf4191,2021-10-20 18:29:47,13,6000,7730,3353.61,open
Sole Proprietor,2021-06-01 00:00:00,Western Cape,"Food, drink and hospitality",Takeaway,Caterer,Website,1613486619786-22a17b10-2ff6-4ac7-972f-bd7b998a00eb,2021-11-28 15:46:12,24,13500,17600,1480.56,open
Company,2021-06-01 00:00:00,Western Cape,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Card Machine,1624278358019-48f5cf44-f481-436c-b2d4-02aecb2bd6bc,2021-10-19 19:16:10,24,10500,13700,3938.45,open
Sole Proprietor,2021-06-01 00:00:00,Mpumalanga,"Healthcare, beauty and fitness",Health,Dentist/Orthodontist,Card Machine,1624381291612-68118906-8478-41a4-8509-ee6abbcb3da9,2021-10-29 15:53:46,24,12000,15650,1476,open
Sole Proprietor,2021-06-01 00:00:00,Western Cape,Retail,Retail home,Food/Beverage/Grocery,Card Machine,1624358234330-60c4e863-4d45-41bd-86fc-9d38259f276e,2021-10-20 11:21:52,23,155000,201550,4039.26,open
Sole Proprietor,2021-06-01 00:00:00,Northern Cape,Leisure and entertainment,Public,Ticketing,Card Machine,1620034639335-a1964e59-835d-45d1-b216-df728b3eb740,2021-10-28 14:54:20,24,17500,22800,5189.52,open
Company,2021-06-01 00:00:00,Kwazulu-Natal,Retail,Retail apparel,Clothing and Accessories,Card Machine,1624612937849-eeeea3f4-8787-4d79-9f4e-b5a4c02bb62d,2021-11-18 13:40:17,24,89000,115750,,collections_on_hold
Sole Proprietor,2021-06-01 00:00:00,Kwazulu-Natal,Travel and tourism,Accomodation,Bed and Breakfast,Card Machine,1624950809503-93fc9660-1453-4e77-838b-f0f79b224324,2021-10-19 12:19:57,24,18000,23450,4276.56,open
Sole Proprietor,2021-06-01 00:00:00,Kwazulu-Natal,"Healthcare, beauty and fitness",Sport,Sport & Fitness,Card Machine,1624959967523-0fec49ff-93dc-475f-92f1-72767f698c2b,2021-11-18 13:13:00,24,13500,17600,,collections_on_hold
Sole Proprietor,2021-06-01 00:00:00,Gauteng,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Card Machine,1624993370672-bdb26b9e-de6d-4f83-b86b-ea2980d5ac25,2021-11-26 14:07:27,23,6500,8500,61.18,open
Sole Proprietor,2021-07-01 00:00:00,Gauteng,Home and repair,Asset repair,Computer Services,Card Machine,1625116711530-665eabae-5cb9-4f39-a3c8-f70b3df0c7ed,2021-11-17 13:35:49,24,6500,8500,1219.2,open
Sole Proprietor,2021-07-01 00:00:00,Mpumalanga,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1625245861306-5b0a5ee4-fa8c-4bed-8776-1ad8652efb6b,2021-10-20 13:01:34,25,5500,7145,1856,open
Sole Proprietor,2021-07-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Wine Farm,Payment Request,1625672507474-d856c89d-64de-4386-be0b-ea315802ed64,2021-11-02 11:40:40,17,20000,26050,4654.44,open
Company,2021-07-01 00:00:00,Eastern Cape,Retail,Retail home,Food/Beverage/Grocery,Card Machine,1625818012838-562fe3fe-2f6f-4ae4-bff5-09d4d90c29ac,2021-11-18 08:58:46,24,36000,46850,,collections_on_hold
Sole Proprietor,2021-07-01 00:00:00,Mpumalanga,"Healthcare, beauty and fitness",Health,Medical & Health Practitioners/Services,Card Machine,1626394350261-95340abf-640f-4a3c-a36f-d441c61ca58c,2021-11-19 09:52:48,27,19000,23230,,collections_on_hold
Company,2021-07-01 00:00:00,Western Cape,Retail,Retail home,Food/Beverage/Grocery,Card Machine,1624166369935-df23527e-2c2a-44cb-9827-f915a8d9a951,2021-10-28 12:41:13,19,20000,26050,6692.37,open
Sole Proprietor,2021-04-01 00:00:00,Kwazulu-Natal,Personal services,Personal services,Other Services,Card Machine,1616577522730-9ce84d23-d512-4829-970b-adf6f88d0e25,2021-11-22 11:19:06,21,5500,6650,,collections_on_hold
Sole Proprietor,2021-04-01 00:00:00,North West,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1619605787983-88f2bbea-f630-492c-a349-67c3cd57f7ba,2021-10-19 13:45:01,24,24000,31250,7051.92,open
Sole Proprietor,2021-04-01 00:00:00,North West,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1619605787983-88f2bbea-f630-492c-a349-67c3cd57f7ba,2021-10-08 11:11:32,5,2500,3100,2788.3,finished
Company,2021-05-01 00:00:00,Gauteng,Retail,Other retail,Other Retail,Card Machine,1619713200764-4ca0b17e-a5a7-48c5-8ab5-03fe3d647ac8,2021-11-09 16:58:50,23,41000,53350,7040.7,open
Company,2021-05-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Café,Card Machine,1620202674641-fc1f7092-bd51-4554-809d-6458f90baad7,2021-11-08 09:04:16,10,136000,293723,31716.24,open
Company,2021-05-01 00:00:00,Free State,Retail,Retail art,Art Dealer/Gallery,Payment Request,1620460874943-a9f8455c-bd36-4a43-8a9e-7a20ab01ff5b,2021-11-18 11:51:38,24,14500,18900,,collections_on_hold
Sole Proprietor,2021-05-01 00:00:00,Limpopo,"Food, drink and hospitality",Sit-in,Café,Card Machine,1620886312849-34cd0f8f-64c7-44af-90ff-559bca25cc3c,2021-09-15 16:59:54,22,18000,23450,5847.61,open
